#	Isochrone	Z = 0.01900		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	6.60	0.15000001	0.1500	-2.5111	3.5183	5.1444	11.048	16.097	14.565	12.988	11.915	10.477	9.200	8.643	8.392	-9.59274740
	6.60	0.20000000	0.2000	-2.2373	3.5399	5.0819	10.363	14.929	13.517	12.016	11.018	9.740	8.568	7.996	7.757	-6.50542581
	6.60	0.25000000	0.2500	-2.0502	3.5514	5.0377	9.895	14.236	12.873	11.408	10.445	9.254	8.130	7.543	7.310	-4.81334753
	6.60	0.30000001	0.3000	-1.9017	3.5605	5.0048	9.524	13.730	12.388	10.938	10.002	8.902	7.787	7.166	6.942	-3.76315853
	6.60	0.34999999	0.3500	-1.7732	3.5691	4.9776	9.203	13.297	11.969	10.530	9.618	8.602	7.490	6.839	6.622	-3.05614800
	6.60	0.40000001	0.4000	-1.6336	3.5769	4.9272	8.854	12.862	11.545	10.117	9.226	8.275	7.162	6.482	6.274	-2.55202682
	6.60	0.44999999	0.4500	-1.5097	3.5859	4.8905	8.544	12.407	11.105	9.702	8.833	7.956	6.882	6.181	5.995	-2.17685426
	6.60	0.50000000	0.5000	-1.3910	3.5962	4.8587	8.247	11.931	10.643	9.269	8.427	7.642	6.623	5.896	5.738	-1.88823797
	6.60	0.55000001	0.5500	-1.2619	3.6074	4.8158	7.925	11.448	10.172	8.837	8.022	7.300	6.331	5.593	5.460	-1.66026185
	6.60	0.60000002	0.6000	-1.1380	3.6202	4.7809	7.615	10.971	9.711	8.425	7.639	6.965	6.050	5.315	5.204	-1.47625717
	6.60	0.69999999	0.7000	-0.8791	3.6487	4.7029	6.968	9.821	8.704	7.549	6.852	6.273	5.470	4.785	4.710	-1.19890256
	6.60	0.80000001	0.8000	-0.6174	3.6811	4.6290	6.314	8.502	7.674	6.668	6.088	5.590	4.905	4.328	4.270	-1.00113983
	6.60	0.89999998	0.9000	-0.3759	3.7178	4.5854	5.710	7.248	6.741	5.881	5.410	4.986	4.425	3.965	3.920	-0.85396262
	6.60	1.00000000	1.0000	-0.1641	3.7477	4.5391	5.180	6.266	5.994	5.256	4.854	4.481	4.016	3.636	3.599	-0.74074074
	6.60	1.10000002	1.1000	0.0304	3.7698	4.4741	4.694	5.507	5.369	4.724	4.367	4.030	3.628	3.300	3.269	-0.65130752
	6.60	1.20000005	1.2000	0.2471	3.7953	4.3972	4.152	4.721	4.688	4.146	3.837	3.543	3.207	2.935	2.910	-0.57912395
	6.60	1.29999995	1.3000	0.4185	3.8153	4.3407	3.724	4.158	4.165	3.699	3.427	3.167	2.880	2.648	2.628	-0.51980772
	6.60	1.39999998	1.4000	0.5699	3.8349	4.3000	3.345	3.686	3.704	3.306	3.071	2.846	2.603	2.412	2.394	-0.47031994
	6.60	1.50000000	1.5000	0.6999	3.8566	4.2865	3.020	3.294	3.301	2.969	2.776	2.590	2.395	2.245	2.229	-0.42849231
	6.60	1.60000002	1.6000	0.8272	3.8815	4.2868	2.702	2.931	2.909	2.645	2.498	2.360	2.216	2.111	2.097	-0.39273920
	6.60	1.70000005	1.7000	0.9457	3.9053	4.2901	2.406	2.607	2.556	2.356	2.254	2.161	2.061	1.994	1.981	-0.36187632
	6.60	1.79999995	1.8000	1.0468	3.9269	4.3002	2.153	2.335	2.268	2.128	2.065	2.008	1.944	1.904	1.892	-0.33500274
	6.60	1.89999998	1.9000	1.1368	3.9456	4.3082	1.928	2.095	2.041	1.947	1.911	1.878	1.841	1.820	1.810	-0.31142170
	6.60	1.95000005	1.9500	1.1803	3.9545	4.3116	1.819	1.982	1.938	1.865	1.839	1.816	1.792	1.778	1.770	-0.30069035
	6.60	2.00000000	2.0000	1.2475	3.9639	4.2932	1.651	1.810	1.784	1.731	1.714	1.701	1.689	1.681	1.674	-0.29058670
	6.60	2.20000005	2.2000	1.3905	3.9943	4.3132	1.294	1.452	1.498	1.497	1.504	1.517	1.541	1.549	1.551	-0.25550276
	6.60	2.50000000	2.5000	1.6048	4.0344	4.3147	0.758	0.933	1.104	1.154	1.178	1.213	1.282	1.305	1.318	-0.21500434
	6.60	3.00000000	3.0000	1.9059	4.0886	4.3097	0.005	0.240	0.592	0.684	0.722	0.778	0.901	0.938	0.967	-0.16809413
	6.60	3.50000000	3.4999	2.1531	4.1319	4.3026	-0.613	-0.290	0.191	0.307	0.353	0.423	0.583	0.630	0.668	-0.13651311
	6.60	3.68678546	3.6867	2.2349	4.1460	4.2997	-0.817	-0.459	0.059	0.183	0.232	0.306	0.477	0.527	0.568	-0.12725991
	6.60	4.00000000	3.9999	2.3642	4.1681	4.2944	-1.141	-0.720	-0.146	-0.012	0.043	0.123	0.311	0.365	0.411	-0.11399485
	6.60	4.50000000	4.4999	2.5450	4.2000	4.2920	-1.593	-1.069	-0.425	-0.275	-0.213	-0.123	0.087	0.148	0.199	-0.09723650
	6.60	5.00000000	4.9998	2.7108	4.2276	4.2826	-2.007	-1.386	-0.687	-0.523	-0.455	-0.357	-0.129	-0.063	-0.006	-0.08434449
